post_id,created_at,user_name,text,qwen_label
5183171013378606,Mon Jun 30 09:42:11 +0800 2025,QuiqueTianT,@上海地铁shmetro睁着眼睛说瞎话？这么多人因为紧急制动加临时停车，然后因为车辆临时“退出运营”在汉中路下车等后一班车硬生生迟到，连个致歉信都没有？还“运营正常”？,投诉
5183168447775653,Mon Jun 30 09:31:59 +0800 2025,仰望星空yuanqi,#上海地铁##上海地铁13号线#今天上海地铁13号线怎么了，停留好久,投诉
5183168392987877,Mon Jun 30 09:31:46 +0800 2025,新地超甜Cindy,#上海地铁13号线#13号线怎么了？为什么不动了上海·江宁路(地铁站),投诉
5183166718675720,Mon Jun 30 09:25:07 +0800 2025,Wizard_of_Ahs,上海地铁怎么还有年轻小伙大声外放抖音弱智视频。还就坐我旁边[泪奔][泪奔][泪奔],投诉
5183103018730349,Mon Jun 30 05:12:00 +0800 2025,股绽放,6月30日股市的一些热点聚焦：• 数字货币板块：香g升级数字资产正侧，支持稳定币和实体资产数字化，上海地铁数字币支付也已全面铺开。相关概念股有等，随着推进，这些提供区块链技术和数字支付系统支持的公司有望迎来发展机遇。• 军工板块：受消息影响，加上9月将举行阅，军工板块波动明显。等公司 ...全文,其他
5183165700246112,Mon Jun 30 09:21:04 +0800 2025,独行侠老白,今天，2亿股民或许会格外兴奋，原因是A股刚传来一则重大消息。接下来给所有散户提个醒，重要内容请往下看：朋友们，一觉醒来，周末A股已发酵出7大利好！关于今天的行情，有几点需要着重强调，每一句都是干货，今天A股注定不会平静！1. 数字货币普及进程加快：香港RWA政策迎来升级，数字人民币“ ...全文,其他
5183159346135065,Mon Jun 30 08:55:48 +0800 2025,海星strawberry,上海地铁通道里举着手机走路的建仁太多了真的，不是磨磨蹭蹭挡着路就是横冲直撞。脑子被手机的信息流腐蚀成一泡浆糊的典型症状，所谓“治好了也是流口水”，没救了，安乐吧孩子，不要继续呼吸加剧全球变暖了,投诉
5183155553439715,Mon Jun 30 08:40:45 +0800 2025,Silence_RK,刚刚遇到上海地铁播报报错了哈哈哈哈2号线上，本次列车终点站浦东1号2号航站楼，下一站，虹桥2号航站楼，balabalabala,其他
5182809548259442,Sun Jun 29 09:45:50 +0800 2025,沪语说唱Mrweezy,朋友，到上海旅游请带上眼睛和脑子，你这个眼镜需要换一副更高度数的。上海地铁都有无障碍电梯，找不到嘴问一下，一个大男人提个行李叽叽歪歪的，娘娘腔一样。,投诉
5183153200169168,Mon Jun 30 08:31:23 +0800 2025,有福的顺顺大王,周一的上海地铁里面全都是人味和咖啡味,其他
